flid;ord;ordflokkur;texti;fjoldi_risamalheild;fjoldi_ritmalssafn
25936;láta;v;láta e-n fá það, láta það frá sér;373223;0
25936;láta;v;sigla af stað;373223;0
25936;láta;v;vera lítið hrifinn, láta lítil viðbrögð í ljós;373223;0
25936;láta;v;gæla við hana, kjassa hana;373223;0
25936;láta;v;um afskiptaleysi, íhlutunarleysi;373223;0
25936;láta;v;gefa ekki eftir (í orðræðu, deilu, ákvörðun);373223;0
25936;láta;v;bera umhyggju fyrir barninu;373223;0
25936;láta;v;fara (ekki) að fyrirmælum, hlýða (ekki);373223;0
25936;láta;v;vera sáttur, ánægður;373223;0
25936;láta;v;bregða ekki;373223;0
25936;láta;v;vera áberandi, drífandi, áhrifamikill;373223;0
25936;láta;v;vera duglegur, ákveðinn, vekja aðdáun;373223;0
25936;láta;v;framkvæma en ekki bara tala um hlutina;373223;0
25936;láta;v;gera sér þetta litla ómak, leggja það á sig;373223;0
25936;láta;v;eins og við er að búast;373223;0
25936;láta;v;sýna skjót viðbrögð, drífa sig;373223;0
25936;láta;v;gefast upp frammi fyrir erfiðum aðstæðum, vonleysi og vanlíðan;373223;0
25936;láta;v;sýna framtakssemi, vera duglegur;373223;0
25936;láta;v;við bestu/verstu aðstæður, í bestu/verstu birtingarmynd sinni;373223;0
25936;láta;v;segjum sem svo;373223;0
25936;láta;v;sleppa ekki tækifærinu;373223;0
8426;draga;v;ná ákveðna vegalengd (um skotvopn);236645;0
8426;draga;v;teikna (e-ð);236645;0
8426;draga;v;taka miða eða spil af handahófi;236645;0
8426;draga;v;beita togkrafti (á e-ð);236645;0
8426;draga;v;tefja (e-ð), seinka (e-u);236645;0
8426;draga;v;duga, endast;236645;0
29987;norðlægur;adj;sem er norðarlega á hnettinum;30;0
29987;norðlægur;adj;sem stendur af norðri;30;0
60330;sónarskoðun;n;ómskoðun;138;1
37313;skuldlaus;adj;sem engin skuld hvílir á;1197;0
22850;íspinni;n;ís úr rjóma eða ávaxtadrykk sem frystur er á trépriki;35;4
26337;liðamót;n;mót tveggja eða fleiri beina, oft hreyfanleg;271;0
33964;ræfilslegur;adj;sem lítur illa út;83;7
28092;meðvitandi;adj;meðvitaður;1138;0
40149;stökkbretti;n;(fjaðrandi) smápallur eða fjalafleki til að stökkva af;100;4
27956;málningarrúlla;n;málningarverkfæri (kefli með handfangi) til að mála sléttan flöt;9;1
44476;vangæfur;adj;vera slæmur til heilsunnar;5;0
19364;hér;adv;einmitt á þessum stað (sem viðkomandi er staddur á eða bendir á), hérna;2217785;0
19364;hér;adv;sagt þegar hlutur er réttur að einhverjum;2217785;0
37313;skuldlaus;adj;sem skuldar ekkert;1197;0
38675;spikaður;adj;mjög feitur;4;0
35465;síldarmjöl;n;fóðurmjöl unnið úr síld eftir að lýsið hefur verið brætt úr henni;303;0
44570;varaforseti;n;sá eða sú sem gegnir störfum forseta í forföllum hans;8529;0
3276;andóf;n;róður eða stýring báts eða skips gegn straumi eða vindi við veiðar;1285;0
4052;áhersla;n;það sem er látið hafa vægi, það sem er gert mikilvægt;63688;0
52210;kargur;adj;þver, þrár;12;0
65234;öfgastefna;n;afstaða sem einkennist af öfgum;84;0
3728;auga;n;hann öðlast skilning;29959;0
3728;auga;n;horfa á listaverkið;29959;0
3728;auga;n;hann er ekki hrifinn af hugmyndinni;29959;0
3728;auga;n;hætta ekki að horfa á hann;29959;0
3728;auga;n;"líta í augun á henni; gera sér grein fyrir vandamálinu";29959;0
3728;auga;n;stela peningunum beint fyrir framan hann;29959;0
3728;auga;n;hugsandi mönnum líkar þessi óheillaþróun ekki;29959;0
3728;auga;n;vera vakandi fyrir nýjum möguleikum;29959;0
3728;auga;n;sjá einkennilegan fugl;29959;0
3728;auga;n;þetta er augljóst;29959;0
3728;auga;n;ég get ekki borið virðingu fyrir henni;29959;0
3728;auga;n;finna snjalla lausn;29959;0
26855;loðmæltur;adj;sem talar óskýrt, þvoglumæltur;6;0
57218;sjávarlón;n;lón sem skilið er frá sjó með malarrifi;57;0
57539;mjólkurmatur;n;matur búinn til úr mjólk (t.d. skyr, ostar o.fl.);34;0
21252;hugarfóstur;n;e-ð sem e-r ímyndar sér og styðst ekki við veruleikann, ímyndun;1144;0
27287;læknisvottorð;n;vottorð frá lækni um heilsufar tiltekins manns;2933;0
16255;grafarkyrrð;n;alger þögn, dauðaþögn, steinhljóð;6;2
22904;íþróttavöllur;n;völlur (með tilheyrandi búnaði) til að æfa og keppa á;122;0
25802;lausakaup;n;skyndiverslun utan búðar, án þess að fært sé til reiknings;4;0
5761;blað;n;hverfa frá fyrri stefnu eða líferni;27224;0
36347;skeppa;n;mælieining fyrir rúmmál, einkum korns og annarrar uppskeru (9-17 lítrar eftir því hvar og hvenær það er notað);24;0
52885;varnarmálaráðuneyti;n;ráðuneyti sem fer með málefni hersins í pólitísku, lagalegu og fjárhagslegu tilliti;1029;2
60446;skíðamaður;n;maður sem stundar skíðaíþróttina;1005;0
5150;beinharður;adj;mjög harður;12;0
50427;kanill;n;kryddtegund, börkur af hitabeltistré, notaður malaður eða í stykkjum;1081;4
40933;sækni;n;það þegar lífvera hreyfir sig eða snýr sér í ákveðna stefnu vegna ertingar sem hún verður fyrir;24;1
6273;bofs;n;skilja ekki neitt;177;0
25936;láta;v;sem andsvar: ekki svo mjög, ekkert sérstaklega;373223;0
25936;láta;v;láta þetta ekki angra sig, trufla sig;373223;0
56328;vatnsinntak;n;staður þar sem vatn er leitt inn í hús;86;2
45173;verk;n;skipa honum fyrir;163999;0
45173;verk;n;hann er sívinnandi;163999;0
45173;verk;n;vinna með honum;163999;0
45173;verk;n;þau skipta vinnunni á milli sín;163999;0
45173;verk;n;vinnuframlag hans er ekki mikið;163999;0
45173;verk;n;koma að henni við að gera eitthvað;163999;0
4267;ár;n;þeim hefur fækkað frá einu ári til annars;1143025;0
4267;ár;n;þeim hefur fækkað frá einu ári til annars;1143025;0
4267;ár;n;þeim hefur fækkað frá einu ári til annars;1143025;0
4267;ár;n;þeim hefur fækkað frá einu ári til annars;1143025;0
4267;ár;n;þeim hefur fækkað frá einu ári til annars;1143025;0
4267;ár;n;þeim hefur fækkað frá einu ári til annars;1143025;0
4267;ár;n;þeim hefur fækkað frá einu ári til annars;1143025;0
4267;ár;n;þeim hefur fækkað frá einu ári til annars;1143025;0
4267;ár;n;þeim hefur fækkað frá einu ári til annars;1143025;0
4267;ár;n;þeim hefur fækkað frá einu ári til annars;1143025;0
4267;ár;n;þeim hefur fækkað frá einu ári til annars;1143025;0
4267;ár;n;þeim hefur fækkað frá einu ári til annars;1143025;0
45173;verk;n;byrja að vinna;163999;0
45173;verk;n;vera fær í tilteknum störfum;163999;0
4267;ár;n;hún fann ráð við því á sínum tíma;1143025;0
4267;ár;n;hún fann ráð við því á sínum tíma;1143025;0
4267;ár;n;hún fann ráð við því á sínum tíma;1143025;0
4267;ár;n;hún fann ráð við því á sínum tíma;1143025;0
4267;ár;n;hún fann ráð við því á sínum tíma;1143025;0
4267;ár;n;hún fann ráð við því á sínum tíma;1143025;0
4267;ár;n;hún fann ráð við því á sínum tíma;1143025;0
4267;ár;n;hún fann ráð við því á sínum tíma;1143025;0
4267;ár;n;hún fann ráð við því á sínum tíma;1143025;0
4267;ár;n;hún fann ráð við því á sínum tíma;1143025;0
4267;ár;n;hún fann ráð við því á sínum tíma;1143025;0
4267;ár;n;hún fann ráð við því á sínum tíma;1143025;0
4267;ár;n;verða mildari eftir því sem árin líða;1143025;0
4267;ár;n;verða mildari eftir því sem árin líða;1143025;0
4267;ár;n;verða mildari eftir því sem árin líða;1143025;0
4267;ár;n;verða mildari eftir því sem árin líða;1143025;0
4267;ár;n;verða mildari eftir því sem árin líða;1143025;0
4267;ár;n;verða mildari eftir því sem árin líða;1143025;0
4267;ár;n;verða mildari eftir því sem árin líða;1143025;0
4267;ár;n;verða mildari eftir því sem árin líða;1143025;0
4267;ár;n;verða mildari eftir því sem árin líða;1143025;0
4267;ár;n;verða mildari eftir því sem árin líða;1143025;0
4267;ár;n;verða mildari eftir því sem árin líða;1143025;0
4267;ár;n;verða mildari eftir því sem árin líða;1143025;0
4267;ár;n;margt var ólíkt áður fyrr;1143025;0
4267;ár;n;margt var ólíkt áður fyrr;1143025;0
4267;ár;n;margt var ólíkt áður fyrr;1143025;0
4267;ár;n;margt var ólíkt áður fyrr;1143025;0
4267;ár;n;margt var ólíkt áður fyrr;1143025;0
4267;ár;n;margt var ólíkt áður fyrr;1143025;0
4267;ár;n;margt var ólíkt áður fyrr;1143025;0
4267;ár;n;margt var ólíkt áður fyrr;1143025;0
4267;ár;n;margt var ólíkt áður fyrr;1143025;0
4267;ár;n;margt var ólíkt áður fyrr;1143025;0
4267;ár;n;margt var ólíkt áður fyrr;1143025;0
4267;ár;n;margt var ólíkt áður fyrr;1143025;0
4267;ár;n;hann eykst með hverju ári;1143025;0
4267;ár;n;hann eykst með hverju ári;1143025;0
4267;ár;n;hann eykst með hverju ári;1143025;0
4267;ár;n;hann eykst með hverju ári;1143025;0
4267;ár;n;hann eykst með hverju ári;1143025;0
4267;ár;n;hann eykst með hverju ári;1143025;0
4267;ár;n;hann eykst með hverju ári;1143025;0
4267;ár;n;hann eykst með hverju ári;1143025;0
4267;ár;n;hann eykst með hverju ári;1143025;0
4267;ár;n;hann eykst með hverju ári;1143025;0
4267;ár;n;hann eykst með hverju ári;1143025;0
4267;ár;n;hann eykst með hverju ári;1143025;0
4267;ár;n;gifta sig á ný þegar maður er orðinn gamall;1143025;0
4267;ár;n;gifta sig á ný þegar maður er orðinn gamall;1143025;0
4267;ár;n;gifta sig á ný þegar maður er orðinn gamall;1143025;0
4267;ár;n;gifta sig á ný þegar maður er orðinn gamall;1143025;0
4267;ár;n;gifta sig á ný þegar maður er orðinn gamall;1143025;0
4267;ár;n;gifta sig á ný þegar maður er orðinn gamall;1143025;0
4267;ár;n;gifta sig á ný þegar maður er orðinn gamall;1143025;0
4267;ár;n;gifta sig á ný þegar maður er orðinn gamall;1143025;0
4267;ár;n;gifta sig á ný þegar maður er orðinn gamall;1143025;0
4267;ár;n;gifta sig á ný þegar maður er orðinn gamall;1143025;0
4267;ár;n;gifta sig á ný þegar maður er orðinn gamall;1143025;0
4267;ár;n;gifta sig á ný þegar maður er orðinn gamall;1143025;0
4267;ár;n;hann ætlar að koma aftur eftir eitt ár;1143025;0
4267;ár;n;hann ætlar að koma aftur eftir eitt ár;1143025;0
4267;ár;n;hann ætlar að koma aftur eftir eitt ár;1143025;0
4267;ár;n;hann ætlar að koma aftur eftir eitt ár;1143025;0
4267;ár;n;hann ætlar að koma aftur eftir eitt ár;1143025;0
4267;ár;n;hann ætlar að koma aftur eftir eitt ár;1143025;0
4267;ár;n;hann ætlar að koma aftur eftir eitt ár;1143025;0
4267;ár;n;hann ætlar að koma aftur eftir eitt ár;1143025;0
4267;ár;n;hann ætlar að koma aftur eftir eitt ár;1143025;0
4267;ár;n;hann ætlar að koma aftur eftir eitt ár;1143025;0
4267;ár;n;hann ætlar að koma aftur eftir eitt ár;1143025;0
4267;ár;n;hann ætlar að koma aftur eftir eitt ár;1143025;0
4267;ár;n;veðrið hefur verið mjög gott á þessu ári;1143025;0
4267;ár;n;veðrið hefur verið mjög gott á þessu ári;1143025;0
4267;ár;n;veðrið hefur verið mjög gott á þessu ári;1143025;0
4267;ár;n;veðrið hefur verið mjög gott á þessu ári;1143025;0
4267;ár;n;veðrið hefur verið mjög gott á þessu ári;1143025;0
4267;ár;n;veðrið hefur verið mjög gott á þessu ári;1143025;0
4267;ár;n;veðrið hefur verið mjög gott á þessu ári;1143025;0
4267;ár;n;veðrið hefur verið mjög gott á þessu ári;1143025;0
4267;ár;n;veðrið hefur verið mjög gott á þessu ári;1143025;0
4267;ár;n;veðrið hefur verið mjög gott á þessu ári;1143025;0
4267;ár;n;veðrið hefur verið mjög gott á þessu ári;1143025;0
4267;ár;n;veðrið hefur verið mjög gott á þessu ári;1143025;0
4267;ár;n;byggingin er orðin gömul;1143025;0
4267;ár;n;byggingin er orðin gömul;1143025;0
4267;ár;n;byggingin er orðin gömul;1143025;0
4267;ár;n;byggingin er orðin gömul;1143025;0
4267;ár;n;byggingin er orðin gömul;1143025;0
4267;ár;n;byggingin er orðin gömul;1143025;0
4267;ár;n;byggingin er orðin gömul;1143025;0
4267;ár;n;byggingin er orðin gömul;1143025;0
4267;ár;n;byggingin er orðin gömul;1143025;0
4267;ár;n;byggingin er orðin gömul;1143025;0
4267;ár;n;byggingin er orðin gömul;1143025;0
4267;ár;n;byggingin er orðin gömul;1143025;0
4267;ár;n;hér er frost í jörðu allt árið;1143025;0
4267;ár;n;hér er frost í jörðu allt árið;1143025;0
4267;ár;n;hér er frost í jörðu allt árið;1143025;0
4267;ár;n;hér er frost í jörðu allt árið;1143025;0
4267;ár;n;hér er frost í jörðu allt árið;1143025;0
4267;ár;n;hér er frost í jörðu allt árið;1143025;0
4267;ár;n;hér er frost í jörðu allt árið;1143025;0
4267;ár;n;hér er frost í jörðu allt árið;1143025;0
4267;ár;n;hér er frost í jörðu allt árið;1143025;0
4267;ár;n;hér er frost í jörðu allt árið;1143025;0
4267;ár;n;hér er frost í jörðu allt árið;1143025;0
4267;ár;n;hér er frost í jörðu allt árið;1143025;0
17785;harðfengi;n;harka, harðfylgi, dugur;26;0
60767;rósetta;n;upphleypt skreyting í lofti herbergis, venjulega kringlótt;37;0
57525;margkyssa;v;kyssa (e-n) oft, aftur og aftur;1;2
39589;stokkönd;n;mjög algeng andartegund, karlinn með grænt höfuð og háls;179;0
47373;þrábiðja;v;biðja (e-n) oft og ákaft (um e-ð);19;0
37084;skriðdreki;n;brynvarið ökutæki á skriðbeltum, búið til hernaðar með öflugum byssum;235;0
16749;gróðursæld;n;það að vera gróðursæll, gróska í gróðri;107;2
58672;auðvaldsskipulag;n;kapítalískt þjóðskipulag;38;0
42318;troll;n;veiðarfæri, netpoki sem togari dregur eftir sjávarbotni, botnvarpa;1065;8
39174;steik;n;það er allt í ólestri eða ringulreið;1464;0
12341;flugvélaverkfræði;n;sú grein verkfræðinnar sem fæst við hönnun, smíði og viðhald loftfara;47;2
65167;þjónustuaðili;n;aðili sem veitir þjónustu, t.d. verslanir, veitingastaðir og ;648;2
28297;mestmegnis;adv;að mestu leyti, aðallega;3663;0
27702;margbreytilegur;adj;með margvíslegu móti, fjölbreytilegur;185;0
24169;klígja;v;vera óglatt, finna til klígju;12;0
25762;launajöfnuður;n;það að laun eru jöfn, launajafnrétti;78;6
23010;japla;v;tyggja (e-ð) lengi;215;0
2961;alhæfing;n;ályktun, dómur eða umsögn um algilt efni út frá takmörkuðum fjölda tilvika;178;0
60063;dáleiðandi;adj;sem dáleiðir, seiðandi;397;1
4362;árstími;n;tími árs, hvenær árs e-ð er;718;0
27141;lyfjabúð;n;apótek, lyfjaverslun;555;20
44721;vatnshræðsla;n;hræðsla við að vera í vatni;5;0
18608;heima;adv;á heimili sínu, í heimkynnum eða heimalandi sínu;197990;0
25434;lagstúfur;n;brot úr lagi eða lítið lag;42;0
43162;undirmál;n;leynimakk, undirferli;291;0
42976;ummyndaður;adj;breyttur að formi;19;5
34632;sannreyna;v;láta reyna á (e-ð) af eigin raun, sannprófa (e-ð);3907;0
31314;ómannúðlegur;adj;miskunnarlaus, harðneskjulegur;28;0
36542;skiptagerð;n;ákvörðun um greiðslur af söluverði eignar við nauðungasölu eða ráðstöfun eigna, t.d. þrotabús, til lánardrottna;179;4
13520;fréttabréf;n;lítið blað eða ritsmíð á vefnum sem félag, fyrirtæki eða stofnun gefur reglulega út með fréttum um starfsemina o.fl.;1047;0
34473;samsíðungur;n;ákveðið form þar sem tvær og tvær hliðar eru eins ;7;4
6317;bollastell;n;samstæðir bollar með undirskálum, hliðardiskum, sykurkari, rjómakönnu og te- eða kaffikönnu;77;6
9273;eftirleit;n;ein yfirferð um afréttarland eftir að formlegri leit á fé er lokið;90;0
31879;pata;v;banda höndunum út í loftið;385;0
21341;hugprúður;adj;kjarkmikill, hugrakkur;46;0
43301;uppboð;n;samkoma þar sem einstakir munir eða lifandi gripir eru seldir hæstbjóðanda;6333;0
18057;hálendur;adj;með miklum fjöllum;12;0
46186;vogun;n;það að voga, hætta á, áhætta;500;0
63801;myndasyrpa;n;röð mynda með tengdu innihaldi;646;5
42174;tónskáld;n;sá eða sú sem semur tónlist;8989;0
13517;frétt;n;tíðindi, fregn;145434;0
27369;lögg;n;dálítið af vökva;409;0
31447;óruddur;adj;sem ekki er búið að ryðja, gera færan;1;0
52466;rykktur;adj;dreginn saman með þræði þannig að fellingar myndast;6;0
60339;barnaskór;n;skór handa barni;57;0
33783;rusladallur;n;ílát undir rusl;6;1
28936;muna;v;hafa (e-ð) fast í minni sér;79547;0
54832;muna;v;gera mismun, vera mismunur;79547;0
40300;sundríða;v;ríða hesti yfir djúpa á;63;0
25447;lakur;adj;lélegur, slæmur;87;0
2763;afturhald;n;mjög íhaldssöm viðhorf einkum á sviði stjórn-, þjóðfélags- og menningarmála;451;0
17196;gæluverkefni;n;verkefni eða áform (t.d. í stjórnmálum) sem ekki er álitið raunverulegt gagn að;1354;1
9306;eftirsókn;n;þetta er hégómi, fánýti;507;0
9973;ellefti;num;... áður en það verður of seint;840;0
49379;ofnæmisvaki;n;ofnæmisvaldur;8;1
10060;endilangur;adj;ferðast vítt og breitt um landið, ferðast mjög víða um landið;54;0
6832;brennisteinssýra;n;sterk sýra, mynduð af brennisteini og vetni (H2SO4);152;0
59988;elskandi;n;sá eða sú sem á í ástarsambandi;1144;0
26468;listvefnaður;n;vefnaður sem form listar fremur en til hagnýtra nota, listrænn vefnaður;28;0
27082;lunti;n;það að vera fúll í skapi, ólund;10;0
4460;ástríða;n;áköf löngun;2662;0
42858;umburðarlyndi;n;það að taka vægt á yfirsjónum eða andstöðu annarra;6311;0
20766;hreindýr;n;stórt klaufdýr af ætt hjartardýra;3050;0
36064;skarfakál;n;"íslensk plöntutegund af krossblómaætt; með nær kringlóttum blöðum og hvítum blómum í klösum; var áður nýtt til matar og lækninga; vex einkum við sjó";99;0
33534;rjómakanna;n;lítil kanna undir rjóma/mjólk til að setja útí kaffi/te, oft í stíl við bollana;4;0
60787;stjörnuþyrping;n;hópur stjarna sem haldast saman á tiltölulega litlu svæði;7;0
13416;frárennslisrör;n;rör sem leiðir skolp frá vöskum o.fl.;62;4
11223;fingur;n;gagnrýna það;9979;0
11223;fingur;n;kunna það til fullnustu;9979;0
11223;fingur;n;vera í mjög góðu skapi;9979;0
41349;tár;n;þykjast vera sorgmæddur;7848;0
41349;tár;n;þetta er ákaflega sorglegt;7848;0
18242;háspennulína;n;strengur til að flytja háspennt rafmagn langan veg, einkum milli háspennumastra;986;0
10592;farg;n;ég er laus við miklar áhyggjur;334;0
13517;frétt;n;neita að segja neitt um málið;145434;0
13517;frétt;n;... án þess að hún hafi spurt, að tilefnislausu;145434;0
16014;glær;n;sóa eigum sínum;395;0
23820;kirkjugarður;n;vígður reitur þar sem greftranir fara fram;505;0
56637;veggklukka;n;klukka sem hangir á vegg;14;5
12213;flónel;n;fataefni með mjúkri, loðinni áferð, flúnel;7;0
2789;afturrúða;n;bílrúða á afturenda bíls;114;1
8492;draumkona;n;kona sem vitrast einhverjum í draumi og segir fyrir um óorðna hluti;5;0
36767;skollabuxur;n;flegið skinn af líki karls neðan mittis notað til auðgunargaldurs, skollabrók, nábrók;1;0
4840;bannhelgi;n;bann við að nefna eða hreyfa við ákveðnum persónum, dýrum eða öðrum fyrirbærum annars dynji ógæfa yfir ;231;0
21826;hverslags;adj;hvers konar, hvílíkur;644;5
