"flid","ord","ordflokkur","texti"
29828,"niðurfelling","n f","það að e-ð er fellt niður"
25678,"langvarandi","adj","sem varir lengi"
43961,"útgefinn","adj","sem búið er að gefa út"
16288,"grallari","n m","sálmabók með nótum, messusöngsbók"
18633,"heimalestur","n m","lestur á námsefni utan skólans"
13815,"frumlegur","adj","sem hefur nýja sýn á málefnin og hermir ekki eftir öðrum, fer ótroðnar slóðir"
47272,"þolfimi","n f","æfingakerfi við tónlist sem bætir þol með því að auka súrefnisupptöku líkamans"
47388,"þrálátur","adj","sem varir lengi, sem erfitt er að losna við"
18582,"heilsufræði","n f","námsgrein um heilbrigði og heilsu"
14797,"gamanþáttur","n m","þáttur í útvarpi eða sjónvarpi sem flytur gamansamt efni"
25689,"langær","adj","sem varir lengi"
59048,"útprent","n n","blað sem prentað hefur verið á"
43385,"upphátt","adv","svo að heyrist"
13954,"fræðsluefni","n n","efni sem ætlað er til fróðleiks"
9696,"einræður","adj","sem bara verður skilinn á einn veg"
39122,"staut","n n","stirður lestur"
2938,"alfræði","n f","fróðleikur um margvísleg fræðasvið, alfræðiorðabók"
13540,"fréttatími","n m","dagskrárliður í ljósvakamiðli þar sem fréttir eru fluttar"
20653,"hraðlestur","n m","aðferð við að lesa hratt en halda fullum lesskilningi"
54674,"óaflátanlega","adv","sem hættir ekki, linnulaust"
30819,"óafmáanlegur","adj","sem ekki er hægt að má út, þurrka út"
30973,"óforgengilegur","adj","sem ekki eyðist eða hverfur"
35999,"skammvinnur","adj","sem varir stutt"
27732,"margræðni","n f","það að vera margræður"
30950,"óendanlegur","adj","sem hefur engin endimörk, án takmarka, endalaus"
12558,"forgengilegur","adj","sem getur horfið eða eyðst"
6507,"bóklegur","adj","sem viðkemur lærdómi úr bókum"
18795,"heimsmet","n n","besti mælanlegur árangur sem náðst hefur í heiminum í tiltekinni grein og viðkomandi alþjóðlegt íþróttasamband hefur viðurkennt"
45430,"vélfræði","n f","fræðigrein um vélar og starfsemi þeirra"
39043,"stanslaus","adj","stöðugur, án hlés"
36000,"skammær","adj","sem varir stutt"
44149,"útsending","n f","það að senda út efni í ljósvakamiðli"
27429,"lögskýring","n f","túlkun á lagaákvæðum"
44581,"varanlegur","adj","sem varir lengi eða til frambúðar"
54515,"áberandi","adv","sem sést vel, sjáanlega"
9525,"einföldun","n f","það að gera e-ð einfalt eða einfaldara"
41867,"tímafrekur","adj","sem krefst mikils tíma"
5376,"bersýnilega","adv","greinilega, augljóslega"
26230,"lestur","n m","það að lesa"
21416,"huliðsheimur","n m","sérstakur heimur sem venjulega er dulinn, sem ekki sést"
5377,"bersýnilegur","adj","sem blasir við, augljós"
16641,"grímudansleikur","n m","grímuball"
16640,"grímuball","n n","dansleikur þar sem gestirnir klæðast grímubúningum"
40881,"sýnilega","adv","sem hægt er að sjá, sjáanlega"
13152,"framhaldsaðalfundur","n m","síðari hluti aðalfundar sem haldinn er til að ljúka dagskrá"
17356,"hafréttarráðstefna","n f","ráðstefna ríkja um innbyrðis samskipti og nytjar auðlinda í eða á hafinu"
32465,"raddlestur","n m","lestur upphátt"
29701,"nekt","n f","það að vera nakinn"
59050,"sýnileiki","n m","það að vera sýnilegur"
25591,"landsþing","n n","stór fundur félags eða samtaka þar sem fulltrúar úr öllum landshlutum eiga fulltrúa"
40882,"sýnilegur","adj","sem hægt er að sjá"
24286,"knall","n n","borðskraut með lítilli sprengju sem pappírsræmur og annað skraut kemur út úr þegar hún opnast með hvelli við að kippt er í hana"
49707,"jólaball","n n","skemmtun, einkum fyrir börn, þar sem m.a. gengið er í kringum jólatré og jólasveinn kemur í heimsókn"
20181,"hlöðuball","n n","dansleikur sem haldinn er í heyhlöðu"
10082,"endurfundir","n mpl","það að hittast á ný"
15125,"geim","n n","partí, gleðskapur"
18825,"heimsþing","n n","þing alþjóðlegra samtaka þar sem fulltrúar úr öllum heiminum mæta"
37009,"skrall","n n","óformleg skemmtun, oft með drykkju og dansi"
27440,"lögþing","n n","löggjafarþing"
46636,"yrkisefni","n n","efni skáldskapar, það sem ort er um"
43001,"umræðuefni","n n","málefni sem rætt er um"
14150,"fundahöld","n npl","það að halda fundi"
58601,"skemmtidagskrá","n f","röð skemmtiatriða"
5773,"blaðamatur","n m","efni sem verður dagblöðum að umfjöllunarefni"
2817,"afþreying","n f","það sem fólk gerir sér til skemmtunar"
34535,"samvera","n f","það að eiga stund saman"
7204,"bryddaður","adj","með bryddingu, sérstökum (ásaumuðum) kanti"
34227,"samankominn","adj","sem hefur safnast saman"
43049,"umtalsefni","n n","málefni sem rætt er um, umfjöllunarefni"
42895,"umfjöllunarefni","n n","málefni sem rætt eða fjallað er um"
34560,"samvistir","n fpl","það að vera saman"
28005,"málþing","n n","fundur um tiltekið efni þar sem margir taka til máls"
36326,"skemmtilega","adv","sem vekur skemmtun"
52841,"grillhanski","n m","vatteraður vettlingur til að taka á heitum hlutum við eldamennsku"
59052,"pottaleppur","n m","vatterað stykki eða vettlingur til að taka á heitum hlutum við eldamennsku"
16586,"grilla","v","elda (mat) á útigrilli"
59736,"frumlegheit","n npl","það að vera frumlegur, frumleiki"
58626,"jólaskreyting","n f","skreyting sem gerð er fyrir jólin, t.d. með kertum, grenigreinum og könglum"
46381,"völundarsmíði","n f","mjög vönduð smíði"
23765,"kertaljós","n n","ljós frá kerti"
8900,"dvergasmíði","n f","mjög fínleg og vönduð smíði"
15853,"glitrandi","adj","sem endurvarpar ljósi í smáum leiftrum"
18351,"hefilspónn","n m","þunn tréflís sem kemur þegar heflað er"
18654,"heimasmíðaður","adj","smíðaður af leikmanni en ekki fagmanni"
42277,"tréverk","n n","smíði úr tré"
40545,"sveinsstykki","n n","gripur sem iðnnemi vinnur þegar hann tekur sveinspróf"
51372,"íburðarmikill","adj","sem einkennist af miklum íburði"
35324,"silfurbúinn","adj","með silfurskreytingu"
21999,"híbýlahættir","n mpl","það hvernig háttar til innanstokks á heimilum"
15495,"gíll","n m","ljósblettur sem fer á undan sól, myndast við ljósbrot sólargeislanna"
26942,"logskurður","n m","það að logskera"
21890,"hvítagull","n n","gull blandað öðrum málmum, silfrað á litinn"
32104,"pjátur","n n","ódýr málmur í þynnum"
20566,"hólkast","v","vera óklæðilega víður (um flík)"
24711,"krosslagður","adj","lagður hvor yfir annan"
17285,"götulýsing","n f","lýsing við götu"
42270,"trérista","n f","grafíkmynd gerð eftir móti sem skorið er út í tré"
15159,"geirnagli","n m","trétappi (töpp) í geirneglingu"
11407,"fílabein","n n","skögultönn af fíl, notuð sem smíðaefni í listmuni"
37989,"smíðisgripur","n m","smíðaður munur"
42272,"tréskurður","n m","það að skera út í tré"
34981,"sement","n n","gráleitt duft, ýmis efnasambönd af kalki, kísli o.fl., notuð í steinsteypu"
20673,"hrafn","n m","stór, svartur fugl með mikið vænghaf og langan gogg"
27631,"mannlýsing","n f","lýsing á manni, eiginleikum sem og útliti"
52398,"raupsamur","adj","gjarn á að raupa, sem hælir sjálfum sér, montinn"
8793,"dulinn","adj","hulinn, falinn"
8923,"dylja","v","hylja (e-ð), fela (e-ð)"
8924,"dyljast","v","fela sig"
32343,"pukra","v","bera sig laumulega, fara laumulega að e-u"
27255,"læðupokast","v","fara laumulega, læðast, laumast"
16017,"glæringar","n fpl","neistaflug"
32344,"pukrast","v","bera sig laumulega, fara laumulega að e-u, pukra"
21975,"hylja","v","fela (e-ð), dylja (e-ð)"
27253,"læða","v","lauma (e-u) (eitthvert)"
53085,"raupsemi","n f","það að vera raupsamur"
48980,"gylling","n f","gullskraut"
36607,"skír","adj","óblandaður, hreinn"
26262,"leynast","v","fara dult, vera í felum"
32366,"punt","n n","skraut"
32284,"prjál","n n","áberandi og smekklaust skraut"
17410,"haglega","adv","af miklum hagleik"
26260,"leyna","v","fela (e-ð), dylja (e-ð)"
15966,"glys","n n","ómerkilegt skraut"
40691,"svipmynd","n f","stuttur kafli, brot"
51626,"raupgjarn","adj","raupsamur"
23540,"kastljós","n n","ljóskastari"
44164,"útskorinn","adj","ristur myndum eða flúri"
12229,"flóttasvipur","n m","svipur sem gefur til kynna að viðkomandi vilji leggja á flótta"
37232,"skrýtilegur","adj","einkennilegur, furðulegur"
37982,"smíð","n f","smíðisgripur"
59056,"ölvun","n f","það að vera ölvaður"
37233,"skrýtinn","adj","undarlegur, furðulegur"
37137,"skringilegur","adj","undarlegur, furðulegur"
2520,"afkáralega","adv","undarlega og óeðlilega"
41430,"templari","n m","maður í góðtemplarastúku (alþjóðafélagsskap um bindindi á áfengi og bræðralag manna)"
16272,"graftarbóla","n f","bóla sem í er gröftur"
38588,"spaugilegur","adj","sem brosa má að, broslegur, fyndinn"
16274,"graftarnabbi","n m","lítil graftarbóla"
25224,"kynlegur","adj","undarlegur, furðulegur"
23868,"kímilegur","adj","sem brosa má að, broslegur, fyndinn"
2521,"afkáralegur","adj","undarlegur og óeðlilegur"
23641,"kátlegur","adj","sem brosa má að, broslegur, hlægilegur"
39662,"stórfurðulegur","adj","mjög furðulegur, mjög undarlegur"
23553,"kauðalegur","adj","sem skortir þokka og reisn í fasi"
10812,"fáránleiki","n m","það að e-ð er afkáralegt, fjarstæðukennt"
16275,"graftarvilsa","n f","þunnfljótandi gröftur sem kemur t.d. úr sári"
4162,"álappalegur","adj","sem skortir þokka og reisn í fasi, kauðalegur"
10777,"fálkalegur","adj","bjánalegur, aulalegur"
4178,"álfalegur","adj","eins og bjáni, bjánalegur"
15827,"glettnisbros","n n","bros sem ber vott um glettni"
21534,"húðsepi","n m","lítil sepi á húð"
18275,"hátíðarsvipur","n m","hátíðlegt yfirbragð"
7016,"broslegur","adj","sem brosa má að, hlægilegur, fyndinn"
18195,"hárugur","adj","þakinn hárum"
14494,"fýlusvipur","n m","svipur sem ber vott um að viðkomandi sé í fýlu"
16273,"graftarkýli","n n","kýli sem í er gröftur"
13492,"fremd","n f","upphefð"
14187,"furðulegur","adj","sem vekur undrun, furðu, undarlegur, skrítinn"
14537,"fæðuval","n n","sú fæða sem e-r nærist á"
5724,"bjánalegur","adj","sem líkist bjána, heimskulegur"
3508,"asnalega","adv","bjánalega, kjánalega"
12582,"forkostulegur","adj","undarlegur, broslegur"
52642,"skegglaus","adj","ekki með skegg"
35269,"sigg","n n","hörð húð með myndast við núning, einkum á fæti eða hönd"
45440,"vélrita","v","skrifa (e-ð) á ritvél"
22043,"hæðnissvipur","n m","svipur sem lýsir hæðni"
44139,"útræddur","adj","sem búið er að tala nóg um"
43413,"uppihald","n n","húsnæði og fæði"
6255,"boðlegur","adj","sem hægt er að bjóða e-m"
19061,"herðakistill","n m","kryppa upp úr herðum"
27578,"manneldi","n n","næring handa fólki"
48878,"skeggjaður","adj","með skegg"
52624,"svipbrigðalaus","adj","sem sýnir engin svipbrigði"
18926,"helgisvipur","n m","hátíðlegur og upphafinn svipur"
31901,"pár","n n","ólæsileg skrift, hrafnaspark"
54723,"svipbrigðalaust","adv","án þess að sýna svipbrigði"
37157,"skrítilega","adv","einkennilega, furðulega"
59058,"kynlega","adv","undarlega, furðulega"
37231,"skrýtilega","adv","einkennilega, furðulega"
9618,"einkennilega","adv","furðulega, sem vekur undrun, furðu"
30222,"nýorðinn","adj","sem hefur orðið e-ð fyrir skömmu"
43887,"útboðsgögn","n npl","upplýsingar sem fylgja þegar e-ð (t.d. verk) er boðið út"
59059,"veskú","adv","gerðu svo vel (úr dönsku: værsågod)"
59057,"skrítilegur","adj","einkennilegur, skrýtinn"
15893,"glott","n n","bros sem lýsir hæðni, það að glotta"
14538,"fæðuöflun","n f","það að afla sér fæðu"
26973,"lokun","n f","það að loka einhverju"
29250,"nabbi","n m","lítil bóla"
39142,"státa","v","monta sig (af e-u), vera hreykinn (af e-u)"
20991,"hríma","v","mynda hrím, verða hrímugur"
15897,"glottuleitur","adj","háðskur á svipinn, glottandi"
35029,"sepi","n m","spenalaga hlutur, t.d. á húð eða flík"
2592,"aflokinn","adj","sem er lokið"
22447,"illúðlega","adv","illskulega"
25286,"kýli","n n","bólginn útvöxtur á líkama"
3263,"andlitsdrættir","n mpl","svipmót á andliti"
2704,"afstaðinn","adj","sem er liðinn, sem er búinn"
2201,"gullgerð","n f","gullgerðarlist"
37536,"sköpulag","n n","form, lögun, vaxtarlag"
39884,"stríkka","v","verða stríður, þaninn, strengdur, strekktur"
17110,"gúmmí","n n","fjaðurmagnað efni framleitt úr mjólkursafa ýmissa trjátegunda"
10029,"emaleraður","adj","húðaður með glerungi"
17107,"gúm","n n","gúmmí"
11030,"fernisolía","n f","olía sem borin er á tréverk, búin til úr línolíu, viðarkvoðu o.fl."
44821,"veðskuldabréf","n n","skuldabréf þar sem tryggt er með veði"
44769,"vaxtarlag","n n","hvernig einhver er vaxinn"
5080,"bárujárn","n n","bylgjað járn"
14922,"gasolía","n f","dísilolía"
17855,"harðviðargólf","n n","gólf sem lagt er harðviði"
8198,"dísilolía","n f","þunnfljótandi gulleitur vökvi úr jarðolíu, einkum notaður til brennslu í dísilvélum"
9100,"eðalmálmur","n m","góðmálmur"
23065,"jarðsaga","n f","sú grein jarðfræði sem fæst við myndunarsögu jarðarinnar og jarðskorpunnar, lands- og loftslagsbreytingar"
37136,"skringilegheit","n npl","það að e-ð er skrýtið, undarlegheit"
24394,"koltjara","n f","seigfljótandi, dökkleitur vökvi sem myndast við þurreimingu steinkola"
19668,"hjákátlegur","adj","skrýtinn og hlægilegur"
43107,"undarlega","adv","sem vekur undrun, furðulega, einkennilega"
51799,"brennisteinsmengun","n f","magn brennisteins í loftinu sem fer yfir æskileg mörk"
24327,"koffín","n n","örvandi efni sem er  m.a. í kaffi, tei og kóladrykkjum"
23638,"kátbroslegur","adj","sem hægt er að hlæja að, hlægilegur"
23968,"kjáni","n m","sá eða sú sem skortir vit og þroska, einfeldningur, bjáni, flón"
23963,"kjánalega","adv","eins og kjáni, heimskulega, fíflalega"
39888,"strjálast","v","verða strjáll eða strjálli, gisna"
37135,"skringilega","adv","undarlega, furðulega"
22733,"íbygginn","adj","sem virðist búa yfir e-u og ber þess merki í svip sínum"
24490,"kostulegur","adj","skrýtinn og broslegur"
43131,"undirfurðulega","adv","á íbygginn hátt"
52080,"íbyggilega","adv","sem ber vott um íbyggni"
43108,"undarlegheit","n npl","það að e-ð er undarlegt, skringilegheit"
16695,"gropinn","adj","óþéttur, holóttur"
17919,"hatursmaður","n m","sá eða sú sem hatar, hatrammur andstæðingur"
23742,"keramik","n n","hart, hitaþolið efni úr brenndum leir og e.t.v. öðrum steinefnum, notað m.a. í matarílát, diska og bolla"
20796,"hreinsiefni","n n","efni til að nota við að gera hreint"
24719,"krot","n n","e-ð grafið eða krotað, ómarkviss strik gerð með ritfæri, illskiljanleg skrift"
11374,"fitusýra","n f","lífræn sýra úr keðju kolefnisfrumeinda sem myndar fituefni"
15576,"gjallhaugur","n m","haugur úr bræddu málmgrýti, gjalli"
59063,"sparsl","n n","efni sem notað er sem fylling í göt og misfellur áður en málað er eða lakkað"
26904,"loftmengun","n f","of mikið magn óæskilegra lofttegunda í andrúmsloftinu"
24657,"kristallur","n m","reglulega formað fast efni, myndað af sléttum flötum með ákveðnu horni sín á milli"
59062,"harpix","n n","lyktarsterk kvoða úr lifandi trjám"
37700,"slikkerí","n n","sælgæti"
30617,"olíulakk","n n","lakk sem inniheldur olíu og er þynnt með terpentínu e.þ.h."
37650,"sleikibrjóstsykur","n m","brjóstsykur sem festur er á spýtu"
46070,"vínandi","n m","lyktarsterkur vökvi sem er í áfengum drykkjum, etýlalkóhól"
42671,"tyggjó","n n","tyggigúmmí"
37190,"skruma","v","gorta sig (af e-u), monta sig (af e-u)"
9165,"efnafræðilegur","adj","sem viðkemur efnafræði"
42669,"tyggigúmmí","n n","teygjanlegt og seigt sælgæti til að tyggja"
29877,"nikótín","n n","vanabindandi efni sem er að finna í tóbaki"
37654,"sleikjó","n m","sleikibrjóstsykur"
4327,"áritaður","adj","með nafni e-s handskrifuðu í/á"
29878,"nikótíntyggjó","n n","tyggigúmmí sem í er nikótín"
